food_type,vehicle_type,time_of_day,travel_hours,ambient_temp_c,humidity_pct,container_temp_c,quantity,vehicle_compatible,temp_deviation,food_sensitivity,vehicle_efficiency,spoilage_probability,spoiled,risk_level
Dairy,Refrigerated Truck,night,18.39,22.53,50.76,3.97,64,1,0.03,0.7,0.75,0.4842,0,Medium
Vegetables,Refrigerated Truck,night,11.07,28.9,65.04,3.39,245,1,2.61,0.5,0.75,0.3672,0,Medium
Dairy,Refrigerated Truck,evening,19.38,26.44,80.46,6.82,54,1,2.82,0.7,0.75,0.4811,0,Medium
Dairy,Normal Truck,night,24.1,23.0,71.8,21.85,334,0,17.85,0.7,0.0,0.9931,1,High
Dairy,Frozen Container,morning,27.68,31.51,70.0,2.93,448,1,1.07,0.7,0.95,0.5746,1,Medium
Meat,Refrigerated Truck,evening,27.34,26.85,90.0,7.01,552,1,7.01,0.9,0.75,0.6982,1,High
Fish,Frozen Container,evening,15.25,25.23,74.86,4.73,662,1,3.73,0.95,0.95,0.6001,1,High
Eggs,Normal Truck,evening,16.16,15.93,90.72,15.14,799,0,11.64,0.6,0.0,0.7553,1,High
Milk,Refrigerated Truck,night,24.06,25.2,71.77,7.14,68,1,4.14,0.8,0.75,0.6055,1,High
Vegetables,Frozen Container,evening,4.56,29.56,93.83,1.48,300,1,4.52,0.5,0.95,0.346,0,Medium
Vegetables,Normal Truck,evening,12.19,25.55,49.83,24.28,195,0,18.28,0.5,0.0,0.8387,1,High
Vegetables,Refrigerated Truck,afternoon,18.84,22.39,70.18,7.73,130,1,1.73,0.5,0.75,0.4419,0,Medium
Fruits,Refrigerated Truck,afternoon,11.41,21.97,47.89,2.46,88,1,5.04,0.4,0.75,0.3786,0,Medium
Meat,Normal Truck,afternoon,17.14,36.9,85.55,35.05,661,0,35.05,0.9,0.0,1.0,1,High
Vegetables,Normal Truck,evening,22.25,16.06,77.5,15.26,494,0,9.26,0.5,0.0,0.788,1,High
Meat,Refrigerated Truck,morning,12.44,33.79,40.67,5.18,578,1,5.18,0.9,0.75,0.6047,1,High
Milk,Refrigerated Truck,night,16.77,18.06,46.64,4.57,953,1,1.57,0.8,0.75,0.5086,1,Medium
Vegetables,Refrigerated Truck,night,3.9,28.62,55.49,6.64,623,1,0.64,0.5,0.75,0.2667,0,Low
Fish,Frozen Container,night,20.82,15.56,87.04,3.5,678,1,2.5,0.95,0.95,0.6414,1,High
Fruits,Refrigerated Truck,night,12.54,16.22,82.29,7.31,985,1,0.19,0.4,0.75,0.3864,0,Medium
Milk,Normal Truck,afternoon,21.57,43.78,78.84,41.59,63,0,38.59,0.8,0.0,1.0,1,High
Eggs,Normal Truck,evening,2.96,27.41,55.65,26.03,664,0,22.53,0.6,0.0,0.8034,1,High
Dairy,Refrigerated Truck,afternoon,12.61,35.1,84.72,2.27,204,1,1.73,0.7,0.75,0.4616,0,Medium
Fruits,Frozen Container,evening,20.77,28.52,40.88,0.61,924,1,6.89,0.4,0.95,0.4543,0,Medium
Milk,Frozen Container,evening,16.11,27.19,80.91,2.57,540,1,0.43,0.8,0.95,0.4558,0,Medium
Fruits,Refrigerated Truck,evening,17.69,18.81,52.65,6.78,502,1,0.72,0.4,0.75,0.4052,0,Medium
Milk,Frozen Container,night,3.93,20.43,91.45,-3.3,589,1,6.3,0.8,0.95,0.497,0,Medium
Fruits,Frozen Container,evening,9.93,29.67,54.47,-1.37,350,1,8.87,0.4,0.95,0.412,0,Medium
Fish,Refrigerated Truck,evening,3.99,28.31,82.12,6.94,188,1,5.94,0.95,0.75,0.5147,1,Medium
Fish,Refrigerated Truck,evening,22.56,25.91,63.38,6.13,285,1,5.13,0.95,0.75,0.6534,1,High
Fish,Normal Truck,morning,6.59,19.08,49.17,18.13,685,0,17.13,0.95,0.0,0.8268,1,High
Milk,Refrigerated Truck,afternoon,9.25,41.64,68.33,7.84,504,1,4.84,0.8,0.75,0.5155,1,Medium
Meat,Normal Truck,morning,5.37,41.5,91.67,39.42,282,0,39.42,0.9,0.0,0.9143,1,High
Fruits,Normal Truck,evening,28.83,16.25,75.4,15.44,957,0,7.94,0.4,0.0,0.7936,1,High
Vegetables,Frozen Container,evening,19.38,16.19,67.35,2.66,437,1,3.34,0.5,0.95,0.4825,0,Medium
Eggs,Frozen Container,morning,8.26,26.36,78.53,1.22,71,1,2.28,0.6,0.95,0.3944,0,Medium
Fish,Refrigerated Truck,night,16.17,22.91,42.2,3.47,762,1,2.47,0.95,0.75,0.5546,1,Medium
Eggs,Refrigerated Truck,evening,10.93,27.92,50.82,7.72,685,1,4.22,0.6,0.75,0.4041,0,Medium
Vegetables,Refrigerated Truck,afternoon,6.86,23.65,74.06,2.42,606,1,3.58,0.5,0.75,0.3966,0,Medium
Fish,Refrigerated Truck,evening,4.6,20.66,57.44,7.75,361,1,6.75,0.95,0.75,0.455,0,Medium
Eggs,Frozen Container,afternoon,18.55,27.38,40.32,3.66,445,1,0.16,0.6,0.95,0.395,0,Medium
Eggs,Refrigerated Truck,morning,24.99,26.11,84.85,6.78,383,1,3.28,0.6,0.75,0.5444,1,Medium
Dairy,Refrigerated Truck,evening,10.94,16.4,78.92,3.71,972,1,0.29,0.7,0.75,0.4419,0,Medium
Milk,Normal Truck,afternoon,7.32,26.98,45.98,25.63,419,0,22.63,0.8,0.0,0.8762,1,High
Fruits,Frozen Container,afternoon,17.3,40.54,56.65,3.48,589,1,4.02,0.4,0.95,0.4283,0,Medium
Eggs,Normal Truck,afternoon,8.7,32.66,79.47,31.03,782,0,27.53,0.6,0.0,0.8618,1,High
Eggs,Refrigerated Truck,evening,23.28,18.1,78.25,5.42,670,1,1.92,0.6,0.75,0.6545,1,High
Dairy,Refrigerated Truck,morning,9.98,35.47,48.85,3.22,79,1,0.78,0.7,0.75,0.3981,0,Medium
Meat,Normal Truck,morning,2.63,44.73,70.66,42.5,622,0,42.5,0.9,0.0,0.8478,1,High
Vegetables,Normal Truck,afternoon,27.05,18.89,84.68,17.94,272,0,11.94,0.5,0.0,0.9042,1,High
Dairy,Refrigerated Truck,night,2.01,16.0,42.47,3.93,623,1,0.07,0.7,0.75,0.3027,0,Medium
Fruits,Normal Truck,night,11.88,27.32,69.69,25.95,854,0,18.45,0.4,0.0,0.7907,1,High
Milk,Refrigerated Truck,morning,19.34,37.74,77.21,6.77,497,1,3.77,0.8,0.75,0.6243,1,High
Dairy,Normal Truck,night,25.01,15.67,92.59,14.88,708,0,10.88,0.7,0.0,0.9056,1,High
Meat,Normal Truck,afternoon,5.86,19.04,47.53,18.09,141,0,18.09,0.9,0.0,0.8851,1,High
Fish,Frozen Container,night,14.76,15.58,41.92,3.29,659,1,2.29,0.95,0.95,0.543,1,Medium
Fish,Refrigerated Truck,night,17.55,25.81,53.8,3.74,655,1,2.74,0.95,0.75,0.635,1,High
Eggs,Frozen Container,evening,5.36,26.26,52.25,3.0,997,1,0.5,0.6,0.95,0.4069,0,Medium
Vegetables,Frozen Container,evening,11.26,23.45,86.88,-2.77,502,1,8.77,0.5,0.95,0.446,0,Medium
Dairy,Frozen Container,morning,7.8,43.36,78.35,1.99,711,1,2.01,0.7,0.95,0.4253,0,Medium
Fish,Refrigerated Truck,evening,5.14,21.6,91.25,6.4,460,1,5.4,0.95,0.75,0.5571,1,Medium
Milk,Normal Truck,afternoon,3.02,43.73,71.41,41.54,325,0,38.54,0.8,0.0,0.8171,1,High
Dairy,Frozen Container,evening,22.41,17.71,43.83,1.34,790,1,2.66,0.7,0.95,0.57,1,Medium
Fish,Refrigerated Truck,afternoon,19.56,22.12,49.48,7.83,919,1,6.83,0.95,0.75,0.6277,1,High
Fish,Refrigerated Truck,morning,28.96,28.55,62.03,6.32,993,1,5.32,0.95,0.75,0.719,1,High
Fish,Frozen Container,morning,21.56,28.07,66.37,1.42,100,1,0.42,0.95,0.95,0.5108,1,Medium
Dairy,Frozen Container,evening,13.46,29.88,40.05,-0.25,548,1,4.25,0.7,0.95,0.4335,0,Medium
Fruits,Normal Truck,evening,10.2,19.44,46.47,18.46,65,0,10.96,0.4,0.0,0.663,1,High
Meat,Normal Truck,evening,26.81,18.14,48.96,17.23,286,0,17.23,0.9,0.0,0.9963,1,High
Vegetables,Frozen Container,afternoon,16.67,31.89,65.75,-0.5,181,1,6.5,0.5,0.95,0.4638,0,Medium
Milk,Frozen Container,evening,23.04,18.58,40.11,3.62,592,1,0.62,0.8,0.95,0.4964,0,Medium
Meat,Frozen Container,night,9.36,18.61,50.7,0.96,591,1,0.96,0.9,0.95,0.4899,0,Medium
Eggs,Refrigerated Truck,morning,13.14,39.89,86.95,6.57,66,1,3.07,0.6,0.75,0.4797,0,Medium
Fish,Frozen Container,morning,8.04,28.91,82.69,0.26,675,1,0.74,0.95,0.95,0.4394,0,Medium
Dairy,Refrigerated Truck,evening,16.16,24.09,40.54,4.95,598,1,0.95,0.7,0.75,0.437,0,Medium
Milk,Refrigerated Truck,evening,7.06,23.92,63.46,5.04,856,1,2.04,0.8,0.75,0.3945,0,Medium
Milk,Refrigerated Truck,night,12.71,22.23,85.99,6.51,117,1,3.51,0.8,0.75,0.5527,1,Medium
Fish,Refrigerated Truck,evening,24.5,24.57,43.56,3.92,583,1,2.92,0.95,0.75,0.6291,1,High
Fish,Frozen Container,morning,12.15,24.69,62.48,-3.18,76,1,4.18,0.95,0.95,0.4221,0,Medium
Eggs,Normal Truck,morning,8.21,28.25,59.82,26.84,637,0,23.34,0.6,0.0,0.789,1,High
Vegetables,Refrigerated Truck,afternoon,19.47,24.27,79.53,3.79,271,1,2.21,0.5,0.75,0.4497,0,Medium
Dairy,Refrigerated Truck,afternoon,8.82,41.85,70.86,3.59,720,1,0.41,0.7,0.75,0.3898,0,Medium
Fruits,Normal Truck,night,3.74,16.35,85.62,15.53,143,0,8.03,0.4,0.0,0.5582,1,Medium
Fish,Frozen Container,afternoon,24.28,18.03,55.53,2.18,753,1,1.18,0.95,0.95,0.6173,1,High
Meat,Normal Truck,afternoon,17.22,33.79,48.08,32.1,871,0,32.1,0.9,0.0,1.0,1,High
Fish,Normal Truck,afternoon,2.41,34.87,46.43,33.13,659,0,32.13,0.95,0.0,0.9129,1,High
Dairy,Normal Truck,night,15.5,20.28,67.0,19.27,157,0,15.27,0.7,0.0,0.8801,1,High
Vegetables,Frozen Container,night,22.1,18.26,54.52,-4.93,591,1,10.93,0.5,0.95,0.5438,1,Medium
Eggs,Refrigerated Truck,morning,19.3,36.75,51.79,4.67,611,1,1.17,0.6,0.75,0.4467,0,Medium
Dairy,Normal Truck,night,14.26,23.52,67.13,22.34,59,0,18.34,0.7,0.0,0.9336,1,High
Fruits,Frozen Container,morning,15.14,41.8,85.02,3.05,865,1,4.45,0.4,0.95,0.4598,0,Medium
Milk,Normal Truck,afternoon,22.83,31.13,57.48,29.57,130,0,26.57,0.8,0.0,0.9882,1,High
Vegetables,Refrigerated Truck,morning,25.04,21.1,85.96,6.89,707,1,0.89,0.5,0.75,0.5473,1,Medium
Fruits,Refrigerated Truck,night,4.56,20.03,47.72,6.53,424,1,0.97,0.4,0.75,0.2526,0,Low
Eggs,Normal Truck,morning,8.11,39.55,50.44,37.57,738,0,34.07,0.6,0.0,0.7538,1,High
Fish,Normal Truck,evening,26.23,28.18,83.1,26.77,518,0,25.77,0.95,0.0,1.0,1,High
Milk,Frozen Container,night,6.51,29.71,78.72,-0.51,520,1,3.51,0.8,0.95,0.4336,0,Medium
Meat,Frozen Container,night,15.95,15.97,47.94,-3.9,650,1,3.9,0.9,0.95,0.4731,0,Medium
Fruits,Frozen Container,afternoon,12.86,33.0,47.76,0.3,196,1,7.2,0.4,0.95,0.3895,0,Medium
Eggs,Normal Truck,night,19.59,28.83,49.83,27.39,67,0,23.89,0.6,0.0,0.9494,1,High
Dairy,Frozen Container,afternoon,6.13,18.71,94.45,2.57,147,1,1.43,0.7,0.95,0.4161,0,Medium
Eggs,Refrigerated Truck,morning,18.8,18.9,44.49,6.84,965,1,3.34,0.6,0.75,0.5203,1,Medium
Fish,Normal Truck,night,25.07,22.19,66.48,21.08,993,0,20.08,0.95,0.0,1.0,1,High
Meat,Frozen Container,afternoon,13.74,19.96,40.36,0.41,133,1,0.41,0.9,0.95,0.4518,0,Medium
Meat,Normal Truck,morning,7.49,44.73,56.39,42.5,507,0,42.5,0.9,0.0,0.8784,1,High
Vegetables,Frozen Container,morning,12.07,21.76,47.42,1.09,812,1,4.91,0.5,0.95,0.3767,0,Medium
Fish,Refrigerated Truck,evening,7.75,16.54,57.19,4.33,897,1,3.33,0.95,0.75,0.4875,0,Medium
Milk,Frozen Container,night,7.67,19.67,72.46,-3.55,398,1,6.55,0.8,0.95,0.5154,1,Medium
Vegetables,Refrigerated Truck,afternoon,11.27,44.9,59.56,5.16,833,1,0.84,0.5,0.75,0.371,0,Medium
Milk,Normal Truck,night,12.82,16.29,47.66,15.47,109,0,12.47,0.8,0.0,0.7162,1,High
Meat,Frozen Container,evening,16.54,27.3,88.42,3.12,875,1,3.12,0.9,0.95,0.6575,1,High
Milk,Frozen Container,evening,21.09,22.58,78.18,-4.11,569,1,7.11,0.8,0.95,0.5768,1,Medium
Vegetables,Refrigerated Truck,morning,28.35,37.96,69.76,2.83,354,1,3.17,0.5,0.75,0.5644,1,Medium
Dairy,Refrigerated Truck,afternoon,3.34,27.03,78.23,5.33,877,1,1.33,0.7,0.75,0.3846,0,Medium
Fruits,Frozen Container,afternoon,24.1,37.23,52.93,4.06,898,1,3.44,0.4,0.95,0.4819,0,Medium
Vegetables,Normal Truck,night,5.87,27.75,92.16,26.36,90,0,20.36,0.5,0.0,0.8265,1,High
Dairy,Frozen Container,night,14.76,25.71,83.59,-2.93,430,1,6.93,0.7,0.95,0.4813,0,Medium
Fish,Normal Truck,morning,13.53,20.91,61.64,19.87,688,0,18.87,0.95,0.0,0.9618,1,High
Fish,Refrigerated Truck,morning,6.31,36.65,92.81,6.23,514,1,5.23,0.95,0.75,0.5327,1,Medium
Meat,Normal Truck,afternoon,4.48,37.7,73.11,35.81,736,0,35.81,0.9,0.0,0.9151,1,High
Vegetables,Normal Truck,morning,19.06,21.37,44.32,20.3,707,0,14.3,0.5,0.0,0.8329,1,High
Dairy,Refrigerated Truck,afternoon,22.38,44.16,71.33,4.21,811,1,0.21,0.7,0.75,0.5542,1,Medium
Dairy,Normal Truck,morning,26.3,22.41,91.24,21.29,519,0,17.29,0.7,0.0,0.9968,1,High
Fruits,Normal Truck,morning,26.03,31.44,72.72,29.86,594,0,22.36,0.4,0.0,0.9076,1,High
Fruits,Refrigerated Truck,night,23.74,19.91,76.2,2.88,642,1,4.62,0.4,0.75,0.5493,1,Medium
Meat,Refrigerated Truck,morning,12.96,20.02,66.13,5.48,61,1,5.48,0.9,0.75,0.5087,1,Medium
Fish,Normal Truck,morning,12.33,37.31,60.32,35.44,967,0,34.44,0.95,0.0,1.0,1,High
Dairy,Refrigerated Truck,evening,28.62,16.63,41.81,7.59,283,1,3.59,0.7,0.75,0.6075,1,High
Vegetables,Refrigerated Truck,evening,19.75,28.11,81.05,5.64,887,1,0.36,0.5,0.75,0.4241,0,Medium
Milk,Normal Truck,morning,14.76,30.36,40.9,28.84,187,0,25.84,0.8,0.0,0.9875,1,High
Dairy,Normal Truck,evening,6.17,18.94,59.87,17.99,691,0,13.99,0.7,0.0,0.7572,1,High
Vegetables,Normal Truck,evening,26.56,15.18,43.37,14.42,460,0,8.42,0.5,0.0,0.7571,1,High
Dairy,Refrigerated Truck,morning,7.39,37.15,43.38,4.4,727,1,0.4,0.7,0.75,0.329,0,Medium
Dairy,Refrigerated Truck,afternoon,15.74,30.1,93.53,3.07,370,1,0.93,0.7,0.75,0.5089,1,Medium
Milk,Normal Truck,evening,16.4,23.54,41.03,22.37,478,0,19.37,0.8,0.0,0.9888,1,High
Milk,Frozen Container,morning,5.23,33.4,71.26,3.71,591,1,0.71,0.8,0.95,0.3766,0,Medium
Fish,Refrigerated Truck,morning,23.65,37.05,46.54,7.73,771,1,6.73,0.95,0.75,0.6272,1,High
Vegetables,Frozen Container,morning,21.67,38.9,55.51,-4.82,778,1,10.82,0.5,0.95,0.5793,1,Medium
Dairy,Refrigerated Truck,night,5.49,26.95,75.3,2.91,976,1,1.09,0.7,0.75,0.3906,0,Medium
Meat,Normal Truck,night,12.67,26.62,62.95,25.29,505,0,25.29,0.9,0.0,0.9757,1,High
Fruits,Normal Truck,morning,4.82,21.79,80.4,20.7,138,0,13.2,0.4,0.0,0.6205,1,High
Fish,Refrigerated Truck,afternoon,10.09,27.49,58.86,7.28,330,1,6.28,0.95,0.75,0.5354,1,Medium
Milk,Refrigerated Truck,afternoon,25.48,38.03,91.2,7.11,141,1,4.11,0.8,0.75,0.6475,1,High
Milk,Normal Truck,evening,19.2,22.2,72.94,21.09,628,0,18.09,0.8,0.0,0.9668,1,High
Fruits,Frozen Container,night,21.02,21.77,58.35,1.29,945,1,6.21,0.4,0.95,0.5378,1,Medium
Milk,Refrigerated Truck,afternoon,7.41,19.41,89.69,7.92,487,1,4.92,0.8,0.75,0.4696,0,Medium
Vegetables,Normal Truck,morning,10.52,26.13,66.6,24.82,876,0,18.82,0.5,0.0,0.7964,1,High
Milk,Frozen Container,afternoon,19.56,18.31,81.98,3.13,286,1,0.13,0.8,0.95,0.5758,1,Medium
Vegetables,Frozen Container,night,2.57,26.52,62.06,-2.41,844,1,8.41,0.5,0.95,0.2803,0,Low
Fruits,Normal Truck,morning,10.0,23.0,93.45,21.85,872,0,14.35,0.4,0.0,0.7225,1,High
Fish,Refrigerated Truck,morning,22.8,20.11,71.2,7.97,683,1,6.97,0.95,0.75,0.7367,1,High
Fish,Normal Truck,night,9.97,16.68,74.73,15.84,453,0,14.84,0.95,0.0,0.8964,1,High
Dairy,Frozen Container,afternoon,12.98,37.54,90.03,-3.33,74,1,7.33,0.7,0.95,0.4705,0,Medium
Fruits,Normal Truck,evening,10.92,26.59,93.43,25.26,219,0,17.76,0.4,0.0,0.7632,1,High
Meat,Refrigerated Truck,morning,14.84,23.62,78.88,6.03,338,1,6.03,0.9,0.75,0.6163,1,High
Dairy,Refrigerated Truck,night,24.78,29.61,62.45,2.74,928,1,1.26,0.7,0.75,0.6537,1,High
Vegetables,Normal Truck,afternoon,9.49,31.87,76.41,30.27,149,0,24.27,0.5,0.0,0.8051,1,High
Meat,Frozen Container,evening,24.3,17.6,89.77,-1.42,408,1,1.42,0.9,0.95,0.5841,1,Medium
Fish,Normal Truck,afternoon,27.76,29.63,51.19,28.15,106,0,27.15,0.95,0.0,1.0,1,High
Dairy,Normal Truck,evening,7.77,23.19,61.51,22.03,435,0,18.03,0.7,0.0,0.8908,1,High
Milk,Normal Truck,evening,29.78,24.2,65.48,22.99,213,0,19.99,0.8,0.0,1.0,1,High
Dairy,Refrigerated Truck,afternoon,15.92,20.43,91.8,3.0,840,1,1.0,0.7,0.75,0.4736,0,Medium
Fish,Frozen Container,night,26.84,23.64,75.18,-0.94,539,1,1.94,0.95,0.95,0.6206,1,High
Fruits,Frozen Container,morning,15.35,20.78,40.43,0.79,652,1,6.71,0.4,0.95,0.3777,0,Medium
Fruits,Frozen Container,morning,23.88,38.58,83.44,1.55,944,1,5.95,0.4,0.95,0.4968,0,Medium
Fish,Refrigerated Truck,night,11.34,28.73,82.65,6.61,200,1,5.61,0.95,0.75,0.6353,1,High
Eggs,Frozen Container,afternoon,6.16,36.35,45.77,1.33,211,1,2.17,0.6,0.95,0.2812,0,Low
Eggs,Refrigerated Truck,evening,3.6,20.71,89.68,2.53,124,1,0.97,0.6,0.75,0.3028,0,Medium
Milk,Refrigerated Truck,afternoon,18.2,30.5,49.27,3.77,632,1,0.77,0.8,0.75,0.4473,0,Medium
Vegetables,Frozen Container,morning,4.98,23.7,60.36,0.17,845,1,5.83,0.5,0.95,0.3105,0,Medium
Milk,Frozen Container,morning,6.66,19.32,61.75,-3.66,430,1,6.66,0.8,0.95,0.4938,0,Medium
Meat,Normal Truck,afternoon,16.77,18.79,43.2,17.85,225,0,17.85,0.9,0.0,0.943,1,High
Dairy,Normal Truck,evening,20.04,20.58,73.99,19.55,215,0,15.55,0.7,0.0,1.0,1,High
Vegetables,Frozen Container,evening,10.59,21.11,71.57,-3.65,780,1,9.65,0.5,0.95,0.4613,0,Medium
Vegetables,Refrigerated Truck,night,12.31,28.27,81.54,7.55,328,1,1.55,0.5,0.75,0.4214,0,Medium
Fruits,Refrigerated Truck,evening,28.91,18.69,40.5,2.3,861,1,5.2,0.4,0.75,0.3725,0,Medium
Eggs,Normal Truck,morning,13.23,29.61,48.15,28.13,204,0,24.63,0.6,0.0,0.8324,1,High
Fish,Frozen Container,evening,3.8,26.01,69.65,-3.43,456,1,4.43,0.95,0.95,0.4994,0,Medium
Meat,Refrigerated Truck,night,20.4,17.03,67.17,3.02,279,1,3.02,0.9,0.75,0.6448,1,High
Fish,Normal Truck,night,4.51,20.91,72.88,19.86,788,0,18.86,0.95,0.0,0.8921,1,High
Vegetables,Normal Truck,evening,28.23,18.56,50.42,17.63,401,0,11.63,0.5,0.0,0.8314,1,High
Meat,Normal Truck,evening,15.21,25.75,88.2,24.46,441,0,24.46,0.9,0.0,1.0,1,High
Milk,Refrigerated Truck,evening,7.01,24.96,94.49,5.22,628,1,2.22,0.8,0.75,0.4717,0,Medium
Vegetables,Refrigerated Truck,morning,10.7,44.65,56.26,2.37,316,1,3.63,0.5,0.75,0.3182,0,Medium
Fish,Refrigerated Truck,morning,29.39,36.21,91.24,5.47,907,1,4.47,0.95,0.75,0.6998,1,High
Fish,Frozen Container,afternoon,16.22,34.9,78.53,3.1,924,1,2.1,0.95,0.95,0.5617,1,Medium
Vegetables,Normal Truck,afternoon,20.54,32.77,88.49,31.13,125,0,25.13,0.5,0.0,0.9779,1,High
Fish,Normal Truck,afternoon,27.65,20.29,58.33,19.28,645,0,18.28,0.95,0.0,1.0,1,High
Eggs,Frozen Container,night,20.69,28.34,63.4,1.84,462,1,1.66,0.6,0.95,0.4694,0,Medium
Fruits,Frozen Container,night,26.98,28.04,94.89,2.51,957,1,4.99,0.4,0.95,0.5565,1,Medium
Fish,Normal Truck,morning,25.26,43.34,87.79,41.17,319,0,40.17,0.95,0.0,1.0,1,High
Milk,Frozen Container,night,25.69,24.11,60.92,-0.16,588,1,3.16,0.8,0.95,0.5379,1,Medium
Eggs,Frozen Container,morning,27.53,40.29,64.78,-1.51,500,1,5.01,0.6,0.95,0.5292,1,Medium
Fish,Normal Truck,morning,5.11,44.22,71.57,42.01,617,0,41.01,0.95,0.0,0.9081,1,High
Fruits,Normal Truck,night,9.71,15.24,44.2,14.48,868,0,6.98,0.4,0.0,0.6148,1,High
Meat,Frozen Container,night,3.17,20.69,74.25,0.06,195,1,0.06,0.9,0.95,0.3531,0,Medium
Milk,Normal Truck,evening,4.39,15.7,68.59,14.91,323,0,11.91,0.8,0.0,0.7776,1,High
Meat,Frozen Container,afternoon,12.17,41.17,85.36,0.83,399,1,0.83,0.9,0.95,0.4952,0,Medium
Vegetables,Normal Truck,evening,29.86,22.01,79.8,20.91,281,0,14.91,0.5,0.0,0.9279,1,High
Milk,Frozen Container,evening,13.49,22.57,60.18,3.74,858,1,0.74,0.8,0.95,0.4434,0,Medium
Dairy,Frozen Container,afternoon,11.39,21.09,85.88,-4.47,958,1,8.47,0.7,0.95,0.5416,1,Medium
Fruits,Normal Truck,night,21.89,19.79,47.56,18.8,719,0,11.3,0.4,0.0,0.8065,1,High
Eggs,Refrigerated Truck,night,7.49,28.89,45.8,2.08,354,1,1.42,0.6,0.75,0.3581,0,Medium
Meat,Normal Truck,night,13.82,26.29,80.78,24.97,216,0,24.97,0.9,0.0,1.0,1,High
Milk,Frozen Container,night,29.07,20.67,72.44,1.94,869,1,1.06,0.8,0.95,0.623,1,High
Milk,Frozen Container,night,21.32,23.52,63.63,-2.24,795,1,5.24,0.8,0.95,0.6566,1,High
Dairy,Normal Truck,afternoon,27.74,19.6,62.09,18.62,448,0,14.62,0.7,0.0,0.9086,1,High
Eggs,Frozen Container,night,16.38,17.66,71.1,4.14,973,1,0.64,0.6,0.95,0.4927,0,Medium
Milk,Normal Truck,night,29.26,22.04,74.78,20.94,424,0,17.94,0.8,0.0,0.9942,1,High
Fruits,Frozen Container,night,29.18,16.94,46.14,4.9,948,1,2.6,0.4,0.95,0.4826,0,Medium
Vegetables,Frozen Container,night,12.22,18.22,68.57,-4.46,917,1,10.46,0.5,0.95,0.4092,0,Medium
Dairy,Normal Truck,evening,11.13,24.2,42.87,22.99,557,0,18.99,0.7,0.0,0.819,1,High
Fish,Normal Truck,night,25.87,17.58,66.75,16.7,867,0,15.7,0.95,0.0,1.0,1,High
Fruits,Frozen Container,morning,23.97,24.16,50.59,4.83,711,1,2.67,0.4,0.95,0.4507,0,Medium
Vegetables,Normal Truck,night,6.14,19.72,72.6,18.74,80,0,12.74,0.5,0.0,0.6914,1,High
Eggs,Normal Truck,afternoon,27.94,40.02,80.99,38.02,313,0,34.52,0.6,0.0,0.9706,1,High
Dairy,Frozen Container,morning,28.77,37.52,85.56,3.31,947,1,0.69,0.7,0.95,0.5656,1,Medium
Meat,Refrigerated Truck,morning,15.42,29.61,79.57,4.45,907,1,4.45,0.9,0.75,0.5712,1,Medium
Fruits,Normal Truck,afternoon,8.59,33.15,46.92,31.5,339,0,24.0,0.4,0.0,0.747,1,High
Eggs,Refrigerated Truck,night,6.36,17.59,68.18,6.69,551,1,3.19,0.6,0.75,0.4243,0,Medium
Milk,Frozen Container,evening,8.84,26.1,92.29,-2.36,965,1,5.36,0.8,0.95,0.5449,1,Medium
Fruits,Refrigerated Truck,evening,7.79,16.35,62.22,7.85,84,1,0.35,0.4,0.75,0.2859,0,Low
Milk,Normal Truck,morning,5.72,27.25,68.06,25.89,335,0,22.89,0.8,0.0,0.8736,1,High
Meat,Frozen Container,morning,28.81,21.99,81.01,-3.12,467,1,3.12,0.9,0.95,0.6507,1,High
Fruits,Frozen Container,morning,16.97,41.98,68.31,-2.13,117,1,9.63,0.4,0.95,0.4854,0,Medium
Eggs,Refrigerated Truck,morning,11.09,20.95,62.93,4.37,553,1,0.87,0.6,0.75,0.4439,0,Medium
Fish,Refrigerated Truck,morning,8.64,36.7,82.89,3.2,478,1,2.2,0.95,0.75,0.5392,1,Medium
Fish,Frozen Container,afternoon,8.46,20.3,57.26,2.79,362,1,1.79,0.95,0.95,0.3665,0,Medium
Milk,Frozen Container,morning,28.88,38.74,51.44,-3.89,164,1,6.89,0.8,0.95,0.6332,1,High
Fruits,Normal Truck,night,15.11,27.15,82.22,25.79,972,0,18.29,0.4,0.0,0.8767,1,High
Dairy,Frozen Container,morning,9.49,42.0,82.47,-0.4,734,1,4.4,0.7,0.95,0.4256,0,Medium
Fish,Refrigerated Truck,night,6.05,22.56,48.57,4.89,254,1,3.89,0.95,0.75,0.468,0,Medium
Milk,Normal Truck,morning,11.04,22.56,91.79,21.43,842,0,18.43,0.8,0.0,1.0,1,High
Eggs,Refrigerated Truck,afternoon,25.52,35.49,79.06,2.81,987,1,0.69,0.6,0.75,0.4659,0,Medium
Vegetables,Refrigerated Truck,evening,18.49,24.94,75.69,5.1,573,1,0.9,0.5,0.75,0.4441,0,Medium
Dairy,Refrigerated Truck,evening,16.96,20.68,81.91,6.66,977,1,2.66,0.7,0.75,0.5266,1,Medium
Dairy,Refrigerated Truck,morning,28.79,24.05,65.18,2.24,589,1,1.76,0.7,0.75,0.5005,1,Medium
Milk,Frozen Container,night,21.26,23.54,60.6,0.71,653,1,2.29,0.8,0.95,0.5571,1,Medium
Fish,Frozen Container,morning,25.55,27.34,73.99,4.67,179,1,3.67,0.95,0.95,0.6683,1,High
